STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,DEWP_ATTRIBUTES,FRSHTT,FRSHTT_ATTRIBUTES,GUST,GUST_ATTRIBUTES,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,MXSPD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,SNDP_ATTRIBUTES,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-01,  35.5,24,100000,, 19.0,,  46.9, ,  26.1, ,  9.9,, 0.01,G,1017.5,10,999.9,,000.8,24,  37.8,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-02,  45.7,24,100000,,999.9,,  55.9, ,  28.0, ,  5.1,, 0.00,G,1019.1,15,999.9,,001.0,24,  47.0,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-03,  53.4,24,110000,, 17.1,,  57.9, ,  43.0, , 11.1,, 0.53,G,1007.8,10,999.9,,989.4,24,  53.9,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-04,  26.4,24,010000,, 28.0,,  57.9, ,  26.1, , 18.1,, 0.36,G,1014.9,20,999.9,,995.7,24,  35.0,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-05,  15.7,24,001000,, 15.9,,  25.0,*,  19.9,*, 11.1,, 0.00,G,1018.4,16,999.9,,999.7,24,  22.2,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-06,   4.9,24,000000,, 15.9,,  24.1, ,  10.0, ,  9.9,, 0.03,G,1024.6,21,999.9,,005.3,24,  13.6,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-07,   0.4,24,000000,,999.9,,  16.0, ,   6.1, , 11.1,, 0.00,G,1033.5,24,999.9,,014.3,24,  10.5,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-08,   5.8,24,001000,,999.9,,  23.0, ,   6.1, ,  8.9,, 0.00,G,1039.8,24,999.9,,020.6,24,  15.9,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-09,  12.3,24,000000,,999.9,,  34.0, ,   9.0, , 11.1,, 0.00,G,1035.0,24,999.9,,016.0,24,  23.7,24
72429793812,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",39.106,-84.41609,144.8,2017-01-10,  29.7,24,010000,, 31.1,,  52.0,*,  33.1,*, 22.9,, 0.00,G,1018.7,23,999.9,,000.4,24,  41.9,24
