STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,DEWP_ATTRIBUTES,FRSHTT,FRSHTT_ATTRIBUTES,GUST,GUST_ATTRIBUTES,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,MXSPD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,SNDP_ATTRIBUTES,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-01,9999.9, 0,000000,,999.9,,  68.5,*,  59.9,*,999.9,, 0.00,I,1020.3,24,999.9,,999.9, 0,  62.2,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-02,9999.9, 0,000000,,999.9,,  63.3,*,  59.4,*,999.9,, 0.00,I,1020.8,13,999.9,,999.9, 0,  61.4,13
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-03,9999.9, 0,000000,,999.9,,  66.7,*,  47.3,*,999.9,, 0.00,I,1015.8,24,999.9,,999.9, 0,  59.1,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-04,9999.9, 0,000000,,999.9,,  52.2,*,  37.2,*,999.9,, 0.00,I,1019.0,24,999.9,,999.9, 0,  43.9,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-05,9999.9, 0,000000,,999.9,,  50.7,*,  39.6,*,999.9,, 0.00,I,1025.2,24,999.9,,999.9, 0,  45.3,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-06,9999.9, 0,000000,,999.9,,  52.7,*,  46.9,*,999.9,, 0.00,I,1029.0,24,999.9,,999.9, 0,  50.4,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-07,9999.9, 0,000000,,999.9,,  62.4,*,  52.3,*,999.9,, 0.00,I,1028.6,24,999.9,,999.9, 0,  57.6,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-08,9999.9, 0,000000,,999.9,,  65.3,*,  61.3,*,999.9,, 0.00,I,1023.7,23,999.9,,999.9, 0,  63.8,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-09,9999.9, 0,000000,,999.9,,  66.4,*,  64.2,*,999.9,, 0.00,I,1020.2, 5,999.9,,999.9, 0,  65.5, 6
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-12,9999.9, 0,000000,,999.9,,  79.3,*,  66.4,*,999.9,, 0.00,I,1013.8,18,999.9,,999.9, 0,  72.5,18
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-13,9999.9, 0,000000,,999.9,,  71.4,*,  58.5,*,999.9,, 0.00,I,1017.8,24,999.9,,999.9, 0,  64.3,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-14,9999.9, 0,000000,,999.9,,  58.3,*,  50.0,*,999.9,, 0.00,I,1025.6,24,999.9,,999.9, 0,  53.9,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-15,9999.9, 0,000000,,999.9,,  60.3,*,  50.7,*,999.9,, 0.00,I,1025.7,24,999.9,,999.9, 0,  55.7,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-16,9999.9, 0,000000,,999.9,,  65.5,*,  59.4,*,999.9,, 0.00,I,1026.9,24,999.9,,999.9, 0,  63.5,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-17,9999.9, 0,000000,,999.9,,  64.6,*,  56.7,*,999.9,, 0.00,I,1024.1,24,999.9,,999.9, 0,  60.7,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-18,9999.9, 0,000000,,999.9,,  63.3,*,  36.9,*,999.9,, 0.00,I,1025.1,12,999.9,,999.9, 0,  48.7,12
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-19,9999.9, 0,000000,,999.9,,  58.6,*,  55.6,*,999.9,, 0.00,I,1026.1, 8,999.9,,999.9, 0,  57.2, 8
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-20,9999.9, 0,000000,,999.9,,  61.3,*,  58.1,*,999.9,, 0.00,I,1025.3,24,999.9,,999.9, 0,  59.8,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-21,9999.9, 0,000000,,999.9,,  68.0,*,  60.8,*,999.9,, 0.00,I,1024.1,24,999.9,,999.9, 0,  62.4,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-22,9999.9, 0,000000,,999.9,,  67.5,*,  64.9,*,999.9,, 0.00,I,1021.6,24,999.9,,999.9, 0,  66.3,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-23,9999.9, 0,000000,,999.9,,  77.9,*,  65.8,*,999.9,, 0.00,I,1018.9,24,999.9,,999.9, 0,  69.8,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-24,9999.9, 0,000000,,999.9,,  72.3,*,  60.6,*,999.9,, 0.00,I,1020.4,24,999.9,,999.9, 0,  64.2,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-25,9999.9, 0,000000,,999.9,,  66.6,*,  60.3,*,999.9,, 0.00,I,1025.8,24,999.9,,999.9, 0,  63.9,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-26,9999.9, 0,000000,,999.9,,  67.6,*,  64.9,*,999.9,, 0.00,I,1029.7,24,999.9,,999.9, 0,  66.1,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-27,9999.9, 0,000000,,999.9,,  68.2,*,  66.9,*,999.9,, 0.00,I,1027.8,24,999.9,,999.9, 0,  67.6,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-28,9999.9, 0,000000,,999.9,,  70.3,*,  67.6,*,999.9,, 0.00,I,1022.7,24,999.9,,999.9, 0,  68.6,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-29,9999.9, 0,000000,,999.9,,  74.1,*,  65.8,*,999.9,, 0.00,I,1016.0,24,999.9,,999.9, 0,  69.9,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-30,9999.9, 0,000000,,999.9,,  64.2,*,  54.5,*,999.9,, 0.00,I,1020.4,24,999.9,,999.9, 0,  58.1,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-01-31,9999.9, 0,000000,,999.9,,  63.9,*,  52.0,*,999.9,, 0.00,I,1025.1,24,999.9,,999.9, 0,  58.5,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-02-01,9999.9, 0,000000,,999.9,,  66.4,*,  58.3,*,999.9,, 0.00,I,1024.2,24,999.9,,999.9, 0,  63.5,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-02-02,9999.9, 0,000000,,999.9,,  73.0,*,  61.9,*, 18.1,, 0.00,I,1022.6,24,999.9,,999.9, 0,  66.2,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-02-03,9999.9, 0,000000,,999.9,,  66.6,*,  63.1,*, 21.0,, 0.00,I,1024.1,24,999.9,,999.9, 0,  65.2,24
99495199999,"SEBASTIAN INLET STATE PARK, FL US",27.862,-80.445,10.0,2018-02-04,9999.9, 0,000000,,999.9,,  76.5,*,  66.7,*, 15.9,, 0.00,I,1020.2,24,999.9,,999.9, 0,  68.5,24
